,page,line,column,span,direction,left,top,right,bottom,word,short,haspunct,punctAfter,punctBefore,QunawiMS,poetryMeter,poetryVerse,fass,lwcvl,quran
18770,202,6,1,1,r,164,217,204,238,وَأَعْيَانِهَا.,وأعيانها,,.,,38a,,,14,,
18847,203,4,1,1,r,167,165,234,186,ٱلعِظَامِكَيْفَ,العظامكيف,,,,38b,,,14,,
18927,203,13,1,1,r,300,399,340,420,بِالأَشْيَاءِ.,بالأشياء,,.,,38b,,,14,,
18935,203,13,1,1,r,100,399,144,420,بالمَقْدُورِ.,بالمقدور,,.,,38b,,,14,,
18984,204,2,1,1,r,133,113,177,134,بِالمَقْدُورِ،,بالمقدور,,،,,38b,,,14,,
19000,204,4,1,1,r,135,165,181,186,الكَيْفِيَّاتِ,الكيفيات,,,,38b,,,14,,
19004,204,5,1,1,r,364,191,402,212,بِالأَذْوَاقِ.,بالأذواق,,.,,38b,,,14,,
19038,204,8,1,1,r,176,269,225,290,الٱسْتِعْدَادِ,الاستعداد,,,,38b,,,14,,
19050,204,9,1,1,r,173,295,222,316,ٱسْتِعْدَادِكَ،,استعدادك,,،,,38b,,,14,,
19064,204,10,1,1,r,137,321,185,342,الٱسْتِعْدَادُ,الاستعداد,,,,38b,,,14,,
19084,204,12,1,1,r,153,373,204,394,الٱسْتِعْدَادَ,الاستعداد,,,,38b,,,14,,
19147,205,4,1,1,r,268,165,311,186,وَالرِّسَالَةُ,والرسالة,,,,39a,,,14,,
19237,205,14,1,1,r,219,425,258,446,وَالرِّسَالَةِ.,والرسالة,,.,,39a,,,14,,
19254,205,16,1,1,r,264,477,313,498,الٱجْتِهَادِ,الاجتهاد,,,,39a,,,14,,
19266,206,1,1,1,r,231,87,276,108,الأَنْبِيَاءِ».,الأنبياء,,».,,39a,,,14,,
19430,207,8,1,1,r,349,269,384,290,وَالوِلَايَةُ,والولاية,,,,39b,,,14,,
19524,208,5,1,1,r,307,191,347,212,وَالرِّسَالةُ,والرسالة,,,,39b,,,14,,
19586,209,3,1,1,r,349,139,402,160,الٱخْتِصَاصِ,الاختصاص,,,,39b,,,14,,
19628,209,7,1,1,r,253,243,302,264,وَصَارَخَبَرًا,وصارخبرا,,,,39b,,,14,,
19638,209,8,1,1,r,321,269,363,290,الأَنْبِيَاءِ,الأنبياء,,,,39b,,,14,,
19672,209,11,1,1,r,212,347,258,368,وَالأَطْفَالِ,والأطفال,,,,40a,,,14,,
19674,209,11,1,1,r,123,347,176,368,وَالمَجَانِيْنَ،,والمجانين,,،,,40a,,,14,,
19682,209,12,1,1,r,172,373,229,394,وَالمُؤَاخَذَةِ,والمؤاخذة,,,,40a,,,14,,
19683,209,12,1,1,r,124,373,172,394,بِالجَرِيْمَةِ،,بالجريمة,,،,,40a,,,14,,
19813,210,12,1,1,r,196,373,247,394,يَسْتَطِيْعُوْنَ﴾,يستطيعون,,﴾،,,40a,,,14,,68:42
20017,214,11,1,1,r,344,347,402,368,وَ«النَّاسُوْتُ»:,والناسوت,,»:,«,40b,,,15,,
20046,215,3,1,1,r,246,139,286,160,مَوَاقَعَتهَا،,مواقعتها,,،,,40b,,,15,,
20047,215,3,1,1,r,193,139,246,160,فَاسْتَعَاذَتْ,فاستعاذت,,,,40b,,,15,,
20115,215,11,1,1,r,267,347,318,368,نَاقلًاكَلِمَةَ,ناقلاكلمة,,,,40b,,,15,,
20158,216,4,1,1,r,332,165,374,186,الحَيَوَانِيِّ,الحيواني,,,,40b,,,15,,
20193,216,7,1,1,r,228,243,265,264,الإنْسَانِي,الإنساني,,,,41a,,,15,,
20378,217,13,1,1,r,179,399,217,420,العِيسَوِيَّةَ,العيسوية,,,,41a,,,15,,
20436,219,3,1,1,r,225,139,262,160,وَالإِبْرَاءِ,والإبراء,,,,41a,,,15,,
20464,219,6,1,1,r,322,217,366,238,العُنْصُرِيَّةِ,العنصرية,,,,41a,,,15,,
20490,219,8,1,1,r,95,269,139,290,وَالأَرْكَانَ،,والأركان,,،,,41b,,,15,,
20507,220,1,1,1,r,332,87,370,108,الطَّبِيعِيَّةِ,الطبيعية,,,,41b,,,15,,
20510,220,1,1,1,r,245,87,292,108,العُنْصُرِيَّةِ,العنصرية,,,,41b,,,15,,
20613,220,12,1,1,r,346,373,385,394,لَابِقَولِهِمْ:,لابقولهم,,:,,41b,,,15,,
20621,221,1,1,1,r,302,87,355,108,بِالتَّضْمِينِ,بالتضمين,,,,41b,,,15,,
20630,221,2,1,1,r,365,113,402,134,النَّاسُوتِيَّةِ,الناسوتية,,,,41b,,,15,,
20688,221,8,1,1,r,242,269,295,290,الصُّوْرَةِفَقَدْ,الصورةفقد,,,,41b,,,15,,
20712,221,11,1,1,r,213,347,254,368,الإِنْسَانِيَّةُ,الإنسانية,,,,41b,,,15,,
20742,222,2,1,1,r,316,113,358,134,بِالرُّوحِيَّةِ،,بالروحية,,،,,42a,,,15,,
20769,222,4,1,1,r,222,165,263,186,الإِنْسَانِيَّةُ,الإنسانية,,,,42a,,,15,,
20812,222,9,1,1,r,242,295,276,316,الإِنْسَانِي,الإنساني,,,,42a,,,15,,
20847,222,14,1,1,r,270,425,383,446,فَالمَوجُودَاتِ,فالموجودات,,,,42a,,,15,,
20883,223,3,1,1,r,176,139,231,160,لِتِلكَالصُّوْرَةِ,لتلكالصورة,,,,42a,,,15,Must be a mistake check with Afifi,
20890,223,5,1,1,r,310,191,351,212,العَارِفِينَ,العارفين,,,,42a,,,15,,
21023,225,2,1,1,r,288,113,346,134,فَـأَعْطَيْنَاهُ,فأعطيناه,,,,42b,,7,15,,
21057,225,7,1,1,r,202,243,258,264,أَمْرِالنَّفْخِ,أمرالنفخ,,,,42b,,,15,,
21058,225,7,1,1,r,154,243,202,264,الرُّوْحَانِيِّ,الروحاني,,,,42b,,,15,,
21069,225,8,1,1,r,137,269,187,290,الرَّحْمَانِيِّ،,الرحماني,,،,,42b,,,15,,
21099,226,2,1,1,r,254,113,301,134,الهَـيُولَانِيِّ،,الهيولاني,,،,,42b,,,15,,
21104,226,3,1,1,r,343,139,383,160,فَالعَنَاصِرُ,فالعناصر,,,,42b,,,15,,
21130,226,6,1,1,r,254,217,293,238,وَأَعْيَانُهَا،,وأعيانها,,،,,42b,,,15,,
21145,226,8,1,1,r,199,269,241,290,المَلَائِكَةِ,الملائكة,,,,42b,,,15,,
21156,227,1,1,1,r,143,87,198,108,بِالٱخْتِصَامِ,بالاختصام,,,,42b,,,15,,
21163,227,3,1,1,r,342,139,384,160,وَالتَّقَابُلُ,والتقابل,,,,42b,,,15,,
21186,227,6,1,1,r,324,217,361,238,العَالَمِينَ؟,العالمين,,؟,,43a,,,15,,
21188,227,7,1,1,r,299,243,359,264,خَرَجَالعَالَمُ,خرجالعالم,,,,43a,,,15,,
21194,227,7,1,1,r,88,243,136,264,إِلَّاالنَّفَسُ,إلاالنفس,,,,43a,,,15,,
21205,227,9,1,1,r,130,295,171,316,وَالرُّطُوْبَةِ,والرطوبة,,,,43a,,,15,,
21216,227,10,1,1,r,119,321,161,342,وَالرُّطُوبَةِ.,والرطوبة,,.,,43a,,,15,,
21245,228,2,1,1,r,295,113,331,134,الطَّبِيعِيَّةِ.,الطبيعية,,.,,43a,,,15,,
21250,228,3,1,1,r,258,139,300,160,الإِنْسَانِيَّ،,الإنساني,,،,,43a,,,15,,
21255,228,3,1,1,r,102,139,146,160,مَتَقَابِلَتَانِ،,متقابلتان,,،,,43a,,,15,,
21264,228,4,1,1,r,190,165,242,186,بَينَهُمَامِنَ,بينهمامن,,,,43a,,,15,,
21291,228,7,1,1,r,219,243,264,264,لِلمُبَاشَرَةِ,للمباشرة,,,,43a,,,15,,
21296,228,8,1,1,r,359,269,402,290,المُضَافَتَينِ,المضافتين,,,,43a,,,15,,
21304,228,9,1,1,r,174,295,220,316,الإِنْسَانِيِّ.,الإنساني,,.,,43a,,,15,,
21333,228,12,1,1,r,173,373,220,394,بِالعَالِينَ:,بالعالين,,:,,43a,,,15,,
21353,229,2,1,1,r,187,113,229,134,العُنصُرُيَّةِ,العنصرية,,,,43a,,,15,,
21371,229,4,1,1,r,335,165,383,186,فَالإِنْسَانُ,فالإنسان,,,,43a,,,15,,
21375,229,4,1,1,r,226,165,273,186,المَلَائِكَةِ,الملائكة,,,,43a,,,15,,
21377,229,4,1,1,r,135,165,186,186,وَالسَمَاوِيَّةِ؛,والسماوية,,؛,,43a,,,15,,
21378,229,4,1,1,r,79,165,135,186,وَالمَلَائِكَةُ,والملائكة,,,,43a,,,15,,
21384,229,5,1,1,r,246,191,287,212,الإِنْسَانِيِّ،,الإنساني,,،,,43a,,,15,,
21461,231,4,1,1,r,261,174,302,195,بِالبُـرْهَانِ,بالبرهان,,,,43b,,,15,,
21516,231,11,1,1,r,270,365,311,386,العِيْسَوِيَّةُ,العيسوية,,,,43b,,,15,,
21526,232,1,1,1,r,239,87,285,108,ٱسْتَفْهَمَهَا,استفهمها,,,,43b,,,15,,
21560,232,5,1,1,r,211,191,257,212,لِلْمُسْتَفْهِمِ.,للمستفهم,,.,,43b,,,15,,
21586,232,9,1,1,r,270,295,320,316,المُوَاجَهَةَ,المواجهة,,,,43b,,,15,,
21665,233,4,1,1,r,323,165,371,186,وَالمُتَـكَلِّمُ,والمتكلم,,,,43b,,,15,,
21693,233,8,1,1,r,341,269,379,290,وَٱعْتِمَادًا,واعتمادا,,,,44a,,,15,,
21731,234,3,1,1,r,358,139,402,160,الْمُسْتَفْهِمِ،,المستفهم,,،,,44a,,,15,,
21773,234,8,1,1,r,310,269,360,290,العِبَادَاتِ،,العبادات,,،,,44a,,,15,,
21797,235,2,1,1,r,314,113,360,134,بِالرُّبُوبِيَّةِ،,بالربوبية,,،,,44a,,,15,,
21809,235,3,1,1,r,180,139,228,160,بِالكِنَايَتَينِ:,بالكنايتين,,:,,44a,,,15,,
21831,235,6,1,1,r,164,217,202,238,الٱمْتِثَالُ،,الامتثال,,،,,44a,,,15,,
21877,235,11,1,1,r,365,347,402,368,وَالمَأمُورُ.,والمأمور,,.,,44a,,,15,,
21911,236,4,1,1,r,171,165,222,186,المُكَلَّفِيْنَ،,المكلفين,,،,,44a,,,15,,
21922,236,5,1,1,r,181,191,219,212,الٱمْتِثَالَ،,الامتثال,,،,,44a,,,15,,
21955,236,9,1,1,r,201,295,236,316,الأَنْبِيَاءَ,الأنبياء,,,,44b,,,15,,
21985,237,1,1,1,r,212,87,259,108,المُرَاقَبَةَ.,المراقبة,,.,,44b,,,15,,
22133,238,2,1,1,r,202,113,246,134,أَمَّاكَونُهَا,أماكونها,,,,44b,,,15,,
22143,238,3,1,1,r,253,139,300,160,وَأَمَّاكَونُهَا,وأماكونها,,,,44b,,,15,,
22145,238,3,1,1,r,168,139,213,160,فَلِمَوقِعِهَا,فلموقعها,,,,44b,,,15,,
22200,238,9,1,1,r,311,295,358,316,بِالمَشْهُودِ,بالمشهود,,,,44b,,,15,,
22295,239,10,1,1,r,293,321,349,342,يَسْتَحِقُّونَهُ,يستحقونه,,,,45a,,,15,,
22296,239,10,1,1,r,242,321,293,342,بِمُخَالَفَتِهِمْ،,بمخالفتهم,,،,,45a,,,15,,
22338,240,4,1,1,r,272,165,308,186,الٱنْتِقَامِ,الانتقام,,,,45a,,,15,,
22402,240,11,1,1,r,271,347,320,368,ٱسْتَوْجَبُوا,استوجبوا,,,,45a,,,15,,
22445,241,4,1,1,r,228,165,293,186,ٱسْتَحَقُّوابِهِ,استحقوابه,,,,45a,,,15,,
22453,241,5,1,1,r,338,191,391,212,وَالتَّعْـرِيضِ,والتعريض,,,,45a,,,15,,
22499,241,10,1,1,r,232,321,274,342,بِالتَّـرْتِيبِ،,بالترتيب,,،,,45b,,,15,,
22591,243,1,1,1,r,82,134,147,162,سُلَيْمَانِـيَّةٍ,سليمانية,,,,45b,,,16,,
22696,244,4,1,1,r,272,165,324,186,بِالرَّحْمَتَينِ:,بالرحمتين,,:,,45b,,,16,,
22698,244,4,1,1,r,190,165,230,186,الٱمْتِنَانِ،,الامتنان,,،,,45b,,,16,,
22712,244,6,1,1,r,368,217,402,238,الٱمْتِنَانِ،,الامتنان,,،,,45b,,,16,,
22830,245,9,1,1,r,351,295,402,316,وَ«االبَاطِنَ».,واالباطن,,».,«,46a,,,16,,
22905,245,16,1,1,r,317,477,360,498,أُقدِرَعَلَيهِ،,أقدرعليه,,،,,46a,,,16,,
22936,246,2,1,1,r,293,113,350,134,بِالمَجْمُوعِ,بالمجموع,,,,46a,,,16,,
22948,246,3,1,1,r,261,139,310,160,بِالمَجْمُوعِ,بالمجموع,,,,46a,,,16,,
23027,246,10,1,1,r,152,321,189,342,وَالتَّنْبِيهَ,والتنبيه,,,,46a,,,16,,
23029,246,10,1,1,r,82,321,136,342,الرَّحْمَتَينِ،,الرحمتين,,،,,46a,,,16,,
23036,246,11,1,1,r,114,347,159,368,تَفْسِيرُهُمَا,تفسيرهما,,,,46b,,,16,,
23046,247,1,1,1,r,176,87,218,108,الٱمْتِنَانِ,الامتنان,,,,46b,,,16,,
23065,247,4,1,1,r,193,165,230,186,الٱمْتِنَانِ,الامتنان,,,,46b,,,16,,
23066,247,4,1,1,r,151,165,193,186,بِالأَسْمَاءِ,بالأسماء,,,,46b,,,16,,
23069,247,5,1,1,r,373,191,402,212,الرَّبَّانِيَّةِ.,الربانية,,.,,46b,,,16,,
23138,247,12,1,1,r,163,373,201,394,وَزِيَادَتِهَا,وزيادتها,,,,46b,,,16,,
23285,248,9,1,1,r,219,295,262,316,وَالإِثْبَاتِ,والإثبات,,,,46b,,,16,,
23336,248,14,1,1,r,171,425,228,446,الٱخْتِصَاصُ,الاختصاص,,,,47a,,,16,,
23337,248,14,1,1,r,120,425,171,446,وَالمُفَاضَلَةُ,والمفاضلة,,,,47a,,,16,,
23362,249,4,1,1,r,265,165,320,186,بِالتَّفَاضُلِ.,بالتفاضل,,.,,47a,,,16,,
23387,249,6,1,1,r,251,217,293,238,وَمَدْلُولُهَا,ومدلولها,,,,47a,,,16,,
23479,250,6,1,1,r,100,217,153,238,تَصَرُّفَاتِهِمْ،,تصرفاتهم,,،,,47a,,,16,,
23544,250,13,1,1,r,210,399,254,420,الإِنْسَانِيِّ,الإنساني,,,,47a,,,16,,
23599,251,2,1,1,r,267,113,314,134,وَالمَنْظُورِ،,والمنظور,,،,,47b,,,16,,
23804,253,5,1,1,r,207,195,252,216,الأَشَاعِرَةِ.,الأشاعرة,,.,,47b,,,16,,
23865,254,8,1,1,r,255,269,303,290,الحَاضِرِينَ,الحاضرين,,,,48a,,,16,,
23868,254,8,1,1,r,161,269,207,290,وَأَصْحَابِهَا.,وأصحابها,,.,,48a,,,16,,
23894,254,11,1,1,r,195,347,252,368,الٱسْتِحْقَاقِ.,الاستحقاق,,.,,48a,,,16,,
23962,255,6,1,1,r,156,217,214,238,وَالمُخْطِيءُ,والمخطيء,,,,48a,,,16,,
23975,255,8,1,1,r,249,269,298,290,المُحَمَّدِيَّةُ,المحمدية,,,,48a,,,16,,
23998,255,10,1,1,r,126,321,173,342,وَٱسْتِحَالَةِ,واستحالة,,,,48a,,,16,,
24013,255,12,1,1,r,255,373,293,394,بِالأَمْثَالِ،,بالأمثال,,،,,48a,,,16,,
24100,256,9,1,1,r,188,295,227,316,العَالَمِيْنَ﴾,العالمين,,﴾.,,48a,,,16,,27:44
24107,256,10,1,1,r,146,321,192,342,العَالَمِيْنَ،,العالمين,,،,,48a,,,16,,
24110,256,11,1,1,r,363,347,402,368,العَالَمِيْنَ،,العالمين,,،,,48a,,,16,,
24114,256,11,1,1,r,237,347,286,368,ٱنْقِيَادِهَا،,انقيادها,,،,,48a,,,16,,
24120,256,12,1,1,r,368,373,402,394,ٱعْتِقَادِهَا,اعتقادها,,,,48b,,,16,,
24134,256,14,1,1,r,201,425,241,446,الٱنْقِيَادِ,الانقياد,,,,48b,,,16,,
24135,256,14,1,1,r,160,425,201,446,البِلْقِيسِيِّ,البلقيسي,,,,48b,,,16,,
24147,256,15,1,1,r,196,451,243,472,االٱنْقِيَادِ,االانقياد,,,,48b,,,16,,
24199,257,7,1,1,r,319,243,366,264,المُسْتَقِيمِ،,المستقيم,,،,,48b,,,16,,
24208,257,8,1,1,r,372,269,402,290,مُفَارَقَتُنَا,مفارقتنا,,,,48b,,,16,,
24212,257,9,1,1,r,296,295,340,316,بِالتَّضَمِينَ،,بالتضمين,,،,,48b,,,16,,
24215,257,9,1,1,r,206,295,254,316,بِالتَّصْرِيحِ،,بالتصريح,,،,,48b,,,16,,
24226,257,10,1,1,r,158,321,200,342,بِنَوَاصِينَا.,بنواصينا,,.,,48b,,,16,,
24301,258,1,1,1,r,245,87,294,108,حَقِّنَاكُلِّنَا,حقناكلنا,,,,48b,,,16,,
24782,262,9,1,1,r,228,295,281,316,السُّلَيْمَانِيِّ,السليماني,,,,49b,,,16,,
24816,263,2,1,1,r,237,157,276,178,والرِّسَالةُ,والرسالة,,,,49b,,,17,,
24823,263,3,1,1,r,356,183,402,204,الٱكْتِسَابِ،,الاكتساب,,،,,49b,,,17,,
24849,263,5,1,1,r,252,235,298,256,وَالإِفْضَالِ.,والإفضال,,.,,49b,,,17,,
24856,263,7,1,1,r,371,287,402,308,لإِبْرَاهِيْم,لإبراهيم,,,,49b,,,17,,
24954,264,3,1,1,r,328,139,375,160,المعَاوَضَةِ.,المعاوضة,,.,,50a,,,17,,
24967,264,4,1,1,r,210,165,239,186,الأَنْبِيَاء,الأنبياء,,,,50a,,,17,,
25070,265,4,1,1,r,180,165,231,186,وَالٱنْفِصَالِ،,والانفصال,,،,,50a,,,17,,
25154,266,4,1,1,r,250,165,296,186,وَالمَكَانَةَ,والمكانة,,,,50a,,,17,,
25256,267,6,1,1,r,195,217,240,238,لِلْمَلَائِكَةِ:,للملائكة,,:,,50b,,,17,,
25307,267,11,1,1,r,359,347,402,368,لِإِخْبَارَاتِ,لإخبارات,,,,50b,,,17,,
25346,267,15,1,1,r,258,451,316,472,الٱخْتِصَاصِ,الاختصاص,,,,50b,,,17,,
25347,267,15,1,1,r,215,451,258,472,بِالخِلَافَةِ،,بالخلافة,,،,,50b,,,17,,
25401,268,5,1,1,r,361,191,402,212,وَالتَّصْرِيحِ,والتصريح,,,,50b,,,17,,
25427,268,8,1,1,r,146,269,202,290,لَايَخْـرُجُونَ,لايخرجون,,,,50b,,,17,,
25450,269,2,1,1,r,302,113,346,134,فَالْخَلِيْفَةُ,فالخليفة,,,,51a,,,17,,
25463,269,3,1,1,r,298,139,343,160,بِالٱجْتِهَادِ،,بالاجتهاد,,،,,51a,,,17,,
25551,270,5,1,1,r,279,191,319,212,فَاتْبَعْنَاهُ,فاتبعناه,,,,51a,,,17,,
25613,270,11,1,1,r,350,347,390,368,المُوَافَقَةِ,الموافقة,,,,51a,,,17,,
25720,271,10,1,1,r,143,321,182,342,ٱعْتِقَادهم,اعتقادهم,,,,51b,,,17,,
25763,271,15,1,1,r,342,451,383,472,وَالخِلَافَةُ,والخلافة,,,,51b,,,17,,
25778,272,1,1,1,r,254,87,304,108,بِالٱجْتِهَادِ؛,بالاجتهاد,,؛,,51b,,,17,,
25803,272,4,1,1,r,361,165,402,186,الٱجْتِهَادِ،,الاجتهاد,,،,,51b,,,17,,
25859,272,8,1,1,r,164,269,204,290,الٱجْتِهَاِد,الاجتهاد,,,,51b,,,17,,
25914,272,14,1,1,r,195,425,245,446,الْخَلِيْفَـتَـيْنِ،,الخليفتين,,،,,51b,,,17,,
25933,273,2,1,1,r,254,113,292,134,المَعْنَوِيَّةِ،,المعنوية,,،,,51b,,,17,,
26060,274,4,1,1,r,367,165,402,186,فَالمَشِيىَٔةُ,فالمشيئة,,,,52a,,,17,,
26077,274,5,1,1,r,111,191,154,212,وَلَايَـرتَفِعُ,ولايرتفع,,,,52a,,,17,,
26092,274,7,1,1,r,321,243,363,264,بِالوَاسِطَةِ،,بالواسطة,,،,,52a,,,17,,
26095,274,7,1,1,r,234,243,278,264,التَّـكوِينِيُّ.,التكويني,,.,,52a,,,17,,
26110,274,9,1,1,r,331,295,372,316,المُخَالَفَةُ,المخالفة,,,,52a,,,17,,
26366,279,2,1,1,r,246,157,289,178,الإِنْسَانِيَّةَ,الإنسانية,,,,52b,,,18,,
26415,279,6,1,1,r,182,261,218,282,بِالرِّعَايَةِ,بالرعاية,,,,52b,,,18,,
26484,280,4,1,1,r,135,165,178,186,الإِنْسَانِيَّةَ،,الإنسانية,,،,,53a,,,18,,
26541,281,2,1,1,r,306,113,350,134,الأَوْلِيَاءِ,الأولياء,,,,53a,,,18,,
26542,281,2,1,1,r,259,113,306,134,لَايُـرِيْدُونَ,لايريدون,,,,53a,,,18,,
26700,283,5,1,1,r,89,191,135,212,النَّوَامِيسِ,النواميس,,,,53a,,,18,,
26702,283,6,1,1,r,325,217,374,238,وَالحُكمِيَّةِ.,والحكمية,,.,,53a,,,18,,
26710,283,7,1,1,r,178,243,219,264,وَإِقَامَتَهَا،,وإقامتها,,،,,53a,,,18,,
26713,283,7,1,1,r,79,243,132,264,بِمُرَاعَاتِهَا,بمراعاتها,,,,53a,,,18,,
26776,284,5,1,1,r,187,191,233,212,الإِنْسَانِيَّةِ،,الإنسانية,,،,,53b,,,18,,
26838,285,6,1,1,r,244,217,279,238,الغَافِلِينَ.,الغافلين,,.,,53b,,,18,,
26844,285,7,1,1,r,177,243,228,264,وَالمَذْكُورُ,والمذكور,,,,53b,,,18,,
26869,286,2,1,1,r,364,113,402,134,بِالأَسْمَاءِ,بالأسماء,,,,53b,,,18,,
26875,286,2,1,1,r,194,113,234,134,بِالأَجْزَاءِ؛,بالأجزاء,,؛,,53b,,,18,,
26903,286,5,1,1,r,139,191,200,212,يَكُونُالحَقُّ,يكونالحق,,,,53b,,,18,,
26910,286,6,1,1,r,247,217,281,238,بِالعِنَايَةِ.,بالعناية,,.,,53b,,,18,,
26956,286,10,1,1,r,86,321,128,342,الٱعتِدَالِ.,الاعتدال,,.,,53b,,,18,,
27051,287,4,1,1,r,366,165,402,186,النَّاظِرِينَ؛,الناظرين,,؛,,53aII,,,18,,
27099,287,9,1,1,r,272,295,320,316,وَالمَقْتُولَ,والمقتول,,,,53aII,,,18,,
27191,288,2,1,1,r,115,157,158,178,وَالأَرْكَانِ،,والأركان,,،,,53aII,,,19,,
27234,288,7,1,1,r,292,287,358,308,العَرْشَكَيفَ,العرشكيف,,,,53aII,,,19,,
27310,289,6,1,1,r,197,217,242,238,بِالإِنْسَانِ،,بالإنسان,,،,,53bII,,,19,,
27328,289,8,1,1,r,274,269,374,290,وَالإِنْجِيْلَ﴾,والإنجيل,,﴾،,,53bII,,,19,,5:66
27441,290,10,1,1,r,170,321,189,342,والزِّيَادَةُ,والزيادة,,,,53bII,,,19,,
27444,290,11,1,1,r,359,347,402,368,فَالمَقصُودُ,فالمقصود,,,,53bII,,,19,,
27446,290,11,1,1,r,292,347,334,368,الٱعْتِدَالِ،,الاعتدال,,،,,53bII,,,19,,
27459,290,12,1,1,r,190,373,241,394,الٱعْتِدَالِ,الاعتدال,,,,53bII,,,19,,
27495,291,2,1,1,r,141,113,194,134,وَالٱعتِدَالُ,والاعتدال,,,,53bII,,,19,,
27507,291,3,1,1,r,128,139,170,160,الٱعْتِدَالِ.,الاعتدال,,.,,53bII,,,19,,
27518,291,5,1,1,r,356,191,402,212,وَبِالصِّفَاتِ.,وبالصفات,,.,,53bII,,,19,,
27528,291,7,1,1,r,335,243,387,264,وَالٱعتِدَالُ,والاعتدال,,,,54a,,,19,,
27651,292,5,1,1,r,122,191,174,212,عُلُوٍّاكَبِيرًا,علواكبيرا,,,,54a,,,19,,
27707,292,12,1,1,r,335,373,371,394,الطَّبِيعِيَّةِ.,الطبيعية,,.,,54a,,,19,,
27736,292,15,1,1,r,178,451,223,472,وَالأَحوَالِ،,والأحوال,,،,,54a,,,19,,
27738,292,15,1,1,r,82,451,126,472,بالتَّدْبِيرِ،,بالتدبير,,،,,54a,,,19,,
27799,293,9,1,1,r,315,295,353,316,بِإِدْرَاكِهَا,بإدراكها,,,,54b,,,19,,
27811,293,10,1,1,r,319,321,365,342,بِالمَسَافَةِ،,بالمسافة,,،,,54b,,,19,,
27826,293,11,1,1,r,237,347,292,368,بِالبَصَرِكَيفَ,بالبصركيف,,,,54b,,,19,,
27866,294,2,1,1,r,252,113,295,134,أَحْكَامِهِمَا,أحكامهما,,,,54b,,,19,,
27886,294,4,1,1,r,262,165,307,186,المُحَمَّدِيَّةُ،,المحمدية,,،,,54b,,,19,,
28163,296,3,1,1,r,294,139,335,160,الٱفْتِقَارُ,الافتقار,,,,55a,,,19,,
28183,296,5,1,1,r,274,191,313,212,العَارِفِينَ,العارفين,,,,55a,,,19,,
28375,298,1,1,1,r,368,87,402,108,الأَنْبِيَاءُ.,الأنبياء,,.,,55b,,,20,,
28513,299,6,1,1,r,361,217,402,238,وَالٱعْتِقَادِ،,والاعتقاد,,،,,55b,,,20,,
28515,299,6,1,1,r,277,217,330,238,لِلتَّـأوِيْلَاتِ.,للتأويلات,,.,,55b,,,20,,
28563,300,2,1,1,r,108,113,149,134,لِلْاِلْتِبَاسِ,للالتباس,,,,55b,,,20,,
28597,300,5,1,1,r,123,191,169,212,الشَّاهِدَينِ،,الشاهدين,,،,,56a,,,20,,
28609,300,7,1,1,r,359,243,402,264,وَلَاتَذْكِيـرٍ،,ولاتذكير,,،,,56a,,,20,,
28658,301,2,1,1,r,96,113,143,134,الٱحْتِمَالُ,الاحتمال,,,,56a,,,20,,
28705,301,7,1,1,r,188,243,234,264,الِٱحْتِمَالِ,الاحتمال,,,,56a,,,20,,
28712,301,8,1,1,r,323,269,374,290,المُسْتَقْبَلِ,المستقبل,,,,56a,,,20,,
28730,302,1,1,1,r,99,108,171,136,زَكَـرَيَّاوِيَّـةٍ,زكرياوية,,,,56a,,,21,,
28792,303,5,1,1,r,340,191,383,212,وَالأَسْمَاءُ,والأسماء,,,,56a,,,21,,
28836,304,4,1,1,r,345,165,383,186,وَلَايُعْتَـبَرُ,ولايعتبر,,,,56b,,,21,,
28855,304,6,1,1,r,270,217,328,238,الفُتُوْحَاتِ,الفتوحات,,,,56b,,,21,,
28963,306,5,1,1,r,117,191,166,212,فَبِالرَّحْمَةِ,فبالرحمة,,,,56b,,,21,,
28976,306,7,1,1,r,100,243,157,264,إِيجَادُهَاكُلَّ,إيجادهاكل,,,,56b,,,21,,
29011,306,11,1,1,r,199,347,261,368,الٱعْتِقَادَاتِ,الاعتقادات,,,,56b,,,21,,
29019,306,12,1,1,r,289,373,332,394,بِالإِيجَادِ.,بالإيجاد,,.,,56b,,,21,,
29026,307,1,1,1,r,164,87,229,108,الَاعْتِقَادَاتِ،,الاعتقادات,,،,,56b,,,21,,
29036,307,2,1,1,r,191,113,239,134,المَرْحُومِينِ.,المرحومين,,.,,56b,,,21,,
29042,307,3,1,1,r,182,139,244,160,المَحْجُوبُونَ,المحجوبون,,,,56b,,,21,,
29047,307,4,1,1,r,362,165,402,186,ٱعْتِقَادِهِمْ.,اعتقادهم,,.,,56b,,,21,,
29056,307,5,1,1,r,127,191,173,212,فَيَسْأَلُونَهَا,فيسألونها,,,,56b,,,21,,
29117,307,13,1,1,r,342,399,383,420,فَالأَحْوَالُ,فالأحوال,,,,57a,,,21,,
29118,307,13,1,1,r,295,399,342,420,لَامَوْجُودَةٌ,لاموجودة,,,,57a,,,21,,
29119,307,13,1,1,r,241,399,295,420,وَلَامَعْدُومَةٌ.,ولامعدومة,,.,,57a,,,21,,
29128,308,1,1,1,r,326,87,381,108,وَلَامَعْدُومَةٌ,ولامعدومة,,,,57a,,,21,,
29165,308,4,1,1,r,79,165,127,186,بِاتِّصَافِهَا,باتصافها,,,,57a,,,21,,
