key	value
153,0,,9,820,1674,840,1840	99,,(
153,0,,9,751,1674,785,1840	80,,)
153,0,,10,2920,1849,2977,2020	99,,. 
153,0,,10,718,1849,794,2020	100,,. 
153,0,,11,735,2029,797,2197	100,,. 
153,0,,12,1298,2206,1376,2366	100,,، 
153,0,,13,2294,2375,2328,2533	79,,. 
153,0,,13,1199,2375,1227,2533	100,,،
153,0,,14,2845,2542,2871,2714	95,,(
153,0,,14,2751,2542,2804,2714	100,,) 
153,0,,14,2342,2542,2410,2714	99,,) 
153,0,,14,2275,2542,2343,2714	94,,؛ 
153,0,,15,2208,2723,2271,2890	78,,، 
153,0,,15,1821,2723,1904,2890	92,,(
153,0,,15,1701,2723,1783,2890	98,5, 
153,0,,15,1542,2723,1701,2890	98,,- 
153,0,,15,1410,2723,1543,2890	100,,) 
153,0,,15,1118,2723,1137,2890	100,,(
153,0,,15,1023,2723,1074,2890	100,,) 
153,0,,16,3195,2899,3219,3066	95,, 
153,0,,16,2866,2899,2933,3066	100,,، 
153,0,,16,1570,2899,1588,3066	100,,(
153,0,,16,1467,2899,1527,3066	100,,) 
153,0,,16,1254,2899,1290,3066	97,,. 
153,0,,17,1538,3075,1605,3248	100,,، 
153,0,,17,848,3075,888,3248	88,,. 
153,0,,18,2546,3257,2609,3427	100,,، 
153,0,,18,490,3257,521,3427	100,,،
154,0,,1,1458,101,1667,211	100,154, 
154,0,,2,3000,424,3211,595	96,8, 
154,0,,2,1845,424,1893,595	100,,«
154,0,,2,1046,424,1111,595	100,,» 
154,0,,3,2049,604,2118,775	82,,: 
154,0,,4,2519,784,2579,944	98,,، 
154,0,,4,1429,784,1495,944	99,,، 
154,0,,4,1027,784,1061,944	100,,(
154,0,,4,934,784,987,944	100,,) 
154,0,,4,578,784,639,944	100,,، 
154,0,,6,3007,1132,3137,1310	100,, 
154,0,,6,2681,1132,2707,1310	100,,(
154,0,,6,2577,1132,2642,1310	100,,) 
154,0,,6,1587,1132,1619,1310	66,,. 
154,0,,7,1952,1319,1985,1482	100,,.
154,0,,8,2459,1491,2487,1650	100,,(
154,0,,8,2376,1491,2417,1650	100,,)
154,0,,9,689,1659,743,1819	100,,. 
154,0,,10,1545,1828,1631,1998	96,,(
154,0,,10,1422,1828,1502,1998	100,6, 
154,0,,10,1329,1828,1421,1998	78,,- 
154,0,,10,1193,1828,1329,1998	84,1,) 
154,0,,10,676,1828,700,1998	100,,(
154,0,,10,576,1828,631,1998	100,,) 
154,0,,11,2711,2007,2772,2178	100,,: 
154,0,,11,676,2007,744,2178	96,,. 
154,0,,11,379,2007,404,2178	100,,(
154,0,,11,311,2007,341,2178	100,,)
154,0,,12,2413,2187,2475,2356	98,,: 
154,0,,13,2462,2365,2525,2530	100,,. 
154,0,,14,2653,2539,2716,2707	99,,؛ 
154,0,,14,2252,2539,2287,2707	100,,(
154,0,,14,2182,2539,2210,2707	99,,)
154,0,,15,2431,2716,2494,2885	100,,، 
154,0,,15,1233,2716,1283,2885	99,,، 
154,0,,16,530,2894,587,3066	100,,، 
154,0,,17,318,3075,343,3233	99,,.
154,0,,18,824,3242,850,3398	100,,(
154,0,,18,701,3242,786,3398	100,,) 
154,0,,19,953,3407,1013,3580	98,,. 
154,0,,19,498,3407,539,3580	88,,«
154,0,,20,2036,3589,2063,3778	99,,(
154,0,,20,1934,3589,1995,3778	94,,) 
155,0,,1,1829,100,1953,194	100,, 
155,0,,1,1721,100,1923,194	100,1, 
155,0,,2,2900,409,2918,581	100,,(
155,0,,2,2747,409,2855,581	100,,)؛ 
155,0,,2,1927,409,1953,581	100,,(
155,0,,2,1820,409,1889,581	76,,) 
155,0,,2,1566,409,1629,581	95,,. 
155,0,,2,1350,409,1381,581	99,,(
155,0,,2,1248,409,1311,581	100,,) 
155,0,,2,320,409,383,581	94,11,
155,0,,3,958,590,1015,761	100,,، 
155,0,,4,2939,770,2972,939	100,,: 
155,0,,4,2194,770,2279,939	97,,(
155,0,,4,2081,770,2148,939	88,6, 
155,0,,4,1916,770,2081,939	98,,- 
155,0,,4,1798,770,1916,939	99,,) 
155,0,,4,1295,770,1321,939	100,,(
155,0,,4,1236,770,1263,939	100,,)
155,0,,5,2801,948,2853,1122	100,,، 
155,0,,6,2624,1135,2690,1295	98,,، 
155,0,,7,1614,1314,1686,1479	88,,) 
155,0,,7,1548,1314,1614,1479	100,,: 
155,0,,8,2159,1488,2225,1652	98,,، 
155,0,,8,1124,1488,1154,1652	100,,(
155,0,,8,1022,1488,1088,1652	100,,) 
155,0,,9,2882,1661,2936,1829	100,,. 
155,0,,9,1418,1661,1471,1829	100,,: 
155,0,,9,528,1661,555,1829	99,,.
155,0,,10,1661,1838,1694,2004	61,,؛
155,0,,10,1452,1838,1478,2004	100,,(
155,0,,10,1348,1838,1414,2004	72,,) 
155,0,,11,2252,2013,2311,2185	99,,. 
155,0,,11,2027,2013,2047,2185	64,,(
155,0,,11,1928,2013,1988,2185	85,,) 
155,0,,12,523,2194,554,2362	100,,،
155,0,,13,2486,2377,2519,2542	100,,(
155,0,,13,2389,2377,2447,2542	99,,) 
155,0,,13,1782,2377,1880,2542	98,,، 
155,0,,14,1633,2551,1688,2720	82,,« 
155,0,,14,375,2551,549,2720	100,,. 
155,0,,14,320,2551,376,2720	100,12,
155,0,,15,1399,2733,1455,2897	86,,. 
155,0,,15,521,2733,546,2897	51,,،
155,0,,16,3000,2906,3045,3073	98,,(
155,0,,16,2882,2906,2984,3073	96,4,) 
155,0,,16,2406,2906,2446,3073	100,,(
155,0,,16,518,2906,552,3073	94,,،
155,0,,17,2092,3082,2179,3255	100,,. 
155,0,,17,1857,3082,1945,3255	99,,(
155,0,,17,1743,3082,1817,3255	98,7, 
155,0,,17,1643,3082,1744,3255	100,,- 
155,0,,17,1496,3082,1643,3255	80,1,) 
155,0,,17,613,3082,666,3255	100,,، 
155,0,,18,369,3264,549,3436	100,,. 
155,0,,18,320,3264,368,3436	99,13,
155,0,,19,2870,3447,2924,3639	100,,«
155,0,,19,2656,3447,2750,3639	100,,» 
155,0,,19,2043,3447,2103,3639	92,,، 
155,0,,19,1310,3447,1356,3639	100,,(
155,0,,19,1170,3447,1290,3639	99,1,)،
155,0,,19,910,3447,957,3639	99,,«
155,0,,19,730,3447,790,3639	85,,» 
156,0,,1,1536,100,1680,207	99,,- 
156,0,,1,1614,100,1715,207	100,159, 
156,0,,1,1454,100,1774,207	98,,-
156,0,,2,698,426,722,601	99,,:
156,0,,4,1098,991,1170,1150	100,,. 
156,0,,4,317,991,335,1150	100,,.
156,0,,5,1921,1159,1955,1327	98,,: 
156,0,,6,2326,1336,2387,1504	100,,. 
156,0,,7,1822,1517,1855,1692	96,,. 
156,0,,8,1650,1701,1735,1866	95,,. 
156,0,,8,737,1701,798,1866	100,,، 
156,0,,9,1807,1875,1839,2043	86,,. 
156,0,,9,574,1875,593,2043	100,,(
156,0,,9,503,1875,542,2043	100,,)
156,0,,10,317,2052,343,2227	97,,.
156,0,,11,909,2236,955,2396	100,,«
156,0,,12,2683,2405,2732,2578	93,,. 
156,0,,12,1361,2405,1447,2578	100,,(
156,0,,12,1250,2405,1318,2578	98,7, 
156,0,,12,1089,2405,1250,2578	100,,- 
156,0,,12,966,2405,1089,2578	100,,) 
156,0,,13,3015,2587,3187,2747	82,14, 
156,0,,13,2537,2587,2607,2747	100,,. 
156,0,,13,754,2587,818,2747	100,,. 
156,0,,14,2575,2770,2626,2941	100,,«
156,0,,14,1921,2770,1991,2941	82,,» 
156,0,,14,1311,2770,1381,2941	100,,، 
156,0,,14,320,2770,345,2941	99,,.
156,0,,15,1745,2950,1805,3114	98,,، 
156,0,,15,637,2950,670,3114	99,,(
156,0,,15,550,2950,598,3114	100,,)
156,0,,16,2348,3123,2419,3279	100,,. 
156,0,,16,881,3123,947,3279	87,,. 
156,0,,18,2345,3480,2405,3650	100,,، 
156,0,,19,319,3659,350,3828	100,,،
156,0,,20,2058,3837,2120,4013	94,,. 
156,0,,20,1282,3837,1368,4013	100,,. 
157,0,,1,1939,101,2017,199	99,, 
157,0,,2,1179,418,1248,590	100,,، 
157,0,,2,1134,418,1179,590	84,,«
157,0,,2,525,418,559,590	94,,،
157,0,,3,1668,599,1701,757	100,,(
157,0,,3,1553,599,1630,757	96,,) 
157,0,,3,1495,599,1552,757	100,,، 
157,0,,3,1109,599,1173,757	96,,، 
157,0,,3,575,599,639,757	100,,، 
157,0,,4,1409,772,1478,948	100,,. 
157,0,,4,819,772,840,948	97,,(
157,0,,4,710,772,779,948	100,,) 
157,0,,5,2150,957,2219,1128	100,,. 
157,0,,5,1786,957,1833,1128	100,,«
157,0,,5,1190,957,1286,1128	99,,» 
157,0,,6,2850,1137,2906,1304	79,,) 
157,0,,6,2306,1137,2368,1304	97,,. 
157,0,,6,1236,1137,1260,1304	100,,(
157,0,,6,1148,1137,1192,1304	100,, 
157,0,,6,1080,1137,1148,1304	83,,، 
157,0,,6,1035,1137,1079,1304	99,,«
157,0,,7,2936,1313,2987,1483	100,,» 
157,0,,7,2897,1313,2936,1483	97,,.
157,0,,7,2062,1313,2093,1483	83,,. 
157,0,,7,1747,1313,1830,1483	85,,(
157,0,,7,1631,1313,1708,1483	100,8, 
157,0,,7,1547,1313,1630,1483	100,,- 
157,0,,8,2469,1492,2537,1661	100,,. 
157,0,,8,1706,1492,1768,1661	77,,. 
157,0,,9,3138,1670,3221,1847	93,,« 
157,0,,9,2763,1670,2834,1847	100,,، 
157,0,,9,2693,1670,2764,1847	98,,. 
157,0,,9,2055,1670,2096,1847	52,,«
157,0,,9,550,1670,627,1847	100,,» 
157,0,,9,527,1670,551,1847	94,,:
157,0,,10,2565,1856,2633,2027	100,,: 
157,0,,10,2522,1856,2564,2027	100,,«
157,0,,11,2913,2042,2975,2203	100,,، 
157,0,,11,2093,2042,2154,2203	97,,. 
157,0,,12,2608,2220,2671,2380	100,,، 
157,0,,12,1723,2220,1774,2380	83,,«
157,0,,12,917,2220,980,2380	100,,» 
157,0,,13,1793,2389,1856,2566	100,,، 
157,0,,14,736,2575,778,2742	97,,«
157,0,,15,2147,2751,2220,2922	100,,» 
157,0,,15,2080,2751,2147,2922	80,,. 
157,0,,15,1696,2751,1763,2922	100,,، 
157,0,,16,2705,2937,2747,3107	100,,«
157,0,,16,1752,2937,1865,3107	99,,». 
157,0,,17,2853,3120,2901,3287	100,,«
157,0,,17,1977,3120,2037,3287	100,,. 
157,0,,18,2961,3296,3027,3465	88,,. 
157,0,,18,515,3296,588,3465	96,,).
157,0,,19,2249,3482,2345,3637	99,,. 
157,0,,19,1405,3482,1500,3637	100,,، 
157,0,,19,362,3482,544,3637	100,4, 
157,0,,19,314,3482,362,3637	100,15,
157,0,,20,2852,3646,2904,3835	100,,«
157,0,,20,1105,3646,1137,3835	100,,(
157,0,,20,1009,3646,1066,3835	100,,) 
157,0,,20,512,3646,545,3835	100,,.
158,0,,1,1554,99,1706,195	100,,- 
158,0,,1,1475,99,1709,195	99,15, 
158,0,,2,1969,412,1987,591	98,,(
158,0,,2,1897,412,1927,591	63,,)
158,0,,3,2687,600,2757,765	100,,، 
158,0,,3,393,600,440,765	100,,«
158,0,,4,3026,774,3202,945	94,16, 
158,0,,4,1505,774,1593,945	100,,(
158,0,,4,1387,774,1464,945	99,8, 
158,0,,4,1224,774,1388,945	100,,- 
158,0,,4,1089,774,1224,945	94,,) 
158,0,,4,1007,774,1089,945	100,,. 
158,0,,6,1950,1132,2016,1302	99,,. 
158,0,,6,1703,1132,1757,1302	100,,«
158,0,,6,504,1132,594,1302	100,,. 
158,0,,7,2316,1311,2378,1481	99,,، 
158,0,,7,720,1311,781,1481	96,,« 
158,0,,8,1449,1490,1535,1662	100,,. 
158,0,,9,1663,1671,1690,1836	99,,(
158,0,,9,1567,1671,1621,1836	96,,) 
158,0,,9,1216,1671,1278,1836	98,,. 
158,0,,9,496,1671,599,1836	100,,- 
158,0,,10,2696,1845,2787,2012	100,,- 
158,0,,10,1513,1845,1572,2012	98,,، 
158,0,,10,892,1845,958,2012	98,,. 
158,0,,11,1797,2021,1818,2200	99,,(
158,0,,11,1738,2021,1758,2200	56,,)
158,0,,11,445,2021,499,2200	100,,. 
158,0,,12,1973,2209,2031,2374	100,,. 
158,0,,13,1882,2383,1943,2558	96,,. 
158,0,,13,750,2383,805,2558	100,,، 
158,0,,14,1283,2567,1308,2735	65,,(
158,0,,14,1177,2567,1245,2735	100,,) 
158,0,,14,412,2567,467,2735	98,,، 
158,0,,15,2512,2748,2577,2919	98,,، 
158,0,,15,744,2748,809,2919	100,,. 
158,0,,16,1511,2928,1531,3094	99,,(
158,0,,16,1412,2928,1472,3094	100,,) 
158,0,,17,2669,3103,2732,3274	96,,. 
158,0,,17,1738,3103,1807,3274	88,,» 
158,0,,17,888,3103,957,3274	100,,، 
158,0,,17,850,3103,888,3274	100,,«
158,0,,18,2943,3283,3005,3445	98,,« 
158,0,,18,2074,3283,2117,3445	80,,» 
158,0,,18,2012,3283,2073,3445	100,,. 
158,0,,19,2634,3454,2700,3643	100,,. 
158,0,,19,994,3454,1030,3643	100,,(
158,0,,19,892,3454,957,3643	100,,) 
158,0,,20,2799,3654,2829,3824	98,,. 
158,0,,20,1946,3654,2029,3824	99,,(
158,0,,20,1815,3654,1904,3824	98,9, 
158,0,,20,1733,3654,1816,3824	97,,- 
158,0,,20,1590,3654,1733,3824	99,1,) 
158,0,,20,802,3654,838,3824	100,,(
158,0,,20,702,3654,791,3824	99,9,) 
159,0,,1,1765,97,1913,197	80,,- 
159,0,,1,1848,97,1944,197	95,159, 
159,0,,1,1689,97,2006,197	95,,-
159,0,,2,2904,410,2965,583	100,,، 
159,0,,3,3015,592,3073,762	100,,؛ 
159,0,,3,906,592,970,762	100,,. 
159,0,,4,2080,773,2150,944	98,,، 
159,0,,4,1979,773,2004,944	91,,(
159,0,,4,1877,773,1934,944	75,,) 
159,0,,4,631,773,682,944	100,,«
159,0,,6,2741,1132,2784,1300	100,,)
159,0,,6,2373,1132,2438,1300	100,,) 
159,0,,7,1747,1309,1812,1474	82,,. 
159,0,,7,796,1309,841,1474	100,,. 
159,0,,8,2827,1483,2853,1653	100,,(
159,0,,8,2758,1483,2785,1653	91,,)
159,0,,9,2303,1662,2347,1841	100,,. 
159,0,,9,1311,1662,1349,1841	100,,، 
159,0,,10,2729,1850,2755,2017	99,,(
159,0,,10,2622,1850,2688,2017	92,,) 
159,0,,10,1650,1850,1718,2017	92,,. 
159,0,,10,901,1850,941,2017	100,,«
159,0,,11,2596,2026,2622,2193	91,,(
159,0,,11,2429,2026,2583,2193	98,1,)» 
159,0,,11,317,2026,364,2193	100,17,
159,0,,12,2549,2202,2622,2365	100,,: 
159,0,,12,1720,2202,1747,2365	94,,.
159,0,,15,1434,2920,1480,3083	100,,«
159,0,,15,508,2920,540,3083	100,,)
159,0,,16,2920,3092,3002,3269	100,,(
159,0,,16,2799,3092,2869,3269	100,9, 
159,0,,16,2640,3092,2799,3269	100,,- 
159,0,,16,2526,3092,2640,3269	100,,) 
159,0,,16,1618,3092,1674,3269	82,,، 
159,0,,17,1412,3278,1438,3441	98,,(
159,0,,17,1306,3278,1379,3441	100,,) 
159,0,,17,956,3278,982,3441	100,,.
159,0,,18,857,3450,909,3618	100,,، 
159,0,,19,1288,3627,1334,3813	99,,، 
160,0,,1,1630,101,1758,199	81,, 
160,0,,1,1521,101,1749,199	100,16, 
160,0,,2,2649,414,2717,578	100,,. 
160,0,,2,1030,414,1091,578	90,,. 
160,0,,3,1440,587,1507,743	98,,: 
160,0,,3,906,587,952,743	81,,«
160,0,,4,2126,752,2185,903	100,,. 
160,0,,5,2808,912,2872,1065	80,,. 
160,0,,5,2304,912,2340,1065	100,,(
160,0,,5,2210,912,2260,1065	99,,) 
160,0,,6,1543,1074,1603,1228	100,,) 
160,0,,8,2475,1554,3211,1744	98,1, 
160,0,,8,2368,1554,2475,1744	92,17, 
160,0,,8,2224,1554,2369,1744	100,,- 
160,0,,9,2904,1953,3213,2130	97,3, 
160,0,,9,330,1953,358,2130	83,,:
160,0,,10,2278,2139,2343,2314	98,,، 
160,0,,11,2227,2323,2293,2492	100,,: 
160,0,,11,1031,2323,1121,2492	100,,. 
160,0,,12,1380,2505,1450,2664	100,,(
160,0,,12,1276,2505,1358,2664	100,0, 
160,0,,12,1208,2505,1277,2664	100,,-
160,0,,12,1052,2505,1133,2664	100,,) 
160,0,,12,322,2505,392,2664	98,,-
160,0,,13,1830,2673,1908,2848	98,,؛ 
160,0,,13,1226,2673,1277,2848	100,, 
160,0,,14,2689,2857,2759,3017	92,4, 
160,0,,14,1921,2857,1968,3017	99,,«
160,0,,15,322,3026,351,3187	78,,،
160,0,,16,2144,3196,2204,3338	100,,. 
160,0,,16,1428,3196,1476,3338	98,,«
160,0,,17,1971,3347,2034,3499	99,,، 
160,0,,17,658,3347,690,3499	94,,(
160,0,,17,550,3347,613,3499	100,,) 
160,0,,17,322,3347,347,3499	99,,.
160,0,,19,2581,3672,2641,3828	100,,) 
160,0,,20,2649,3837,2707,3984	100,,، 
160,0,,20,670,3837,722,3984	99,,«
160,0,,21,1542,3993,1611,4150	98,,» 
160,0,,21,1472,3993,1542,4150	86,,. 
161,0,,1,1668,100,1816,200	97,,- 
161,0,,1,1746,100,1847,200	100,161, 
161,0,,1,1591,100,1904,200	98,,-
161,0,,2,1490,431,1551,612	96,,، 
161,0,,2,425,431,456,612	97,,،
161,0,,4,1074,794,1135,962	78,,. 
161,0,,5,2913,971,2955,1141	100,,«
161,0,,5,1881,971,1952,1141	100,,؟ 
161,0,,5,1327,971,1369,1141	51,,«
161,0,,5,456,971,526,1141	82,,» 
161,0,,5,428,971,456,1141	95,,.
161,0,,6,1837,1150,1898,1321	90,,. 
161,0,,7,1740,1330,1819,1498	100,,(
161,0,,7,1643,1330,1717,1498	100,0, 
161,0,,7,1496,1330,1643,1498	100,,- 
161,0,,7,1376,1330,1495,1498	100,,) 
161,0,,7,627,1330,684,1498	100,,، 
161,0,,8,1414,1507,1471,1679	100,,، 
161,0,,8,424,1507,450,1679	100,,.
161,0,,9,2643,1688,2667,1866	100,,(
161,0,,9,2539,1688,2599,1866	98,,) 
161,0,,9,719,1688,780,1866	100,,، 
161,0,,10,2537,1877,2564,2047	87,,(
161,0,,10,2439,1877,2498,2047	96,,) 
161,0,,10,1734,1877,1760,2047	99,,(
161,0,,10,1635,1877,1688,2047	99,,) 
161,0,,10,482,1877,515,2047	100,,(
161,0,,10,423,1877,450,2047	100,,)
161,0,,11,2497,2056,2559,2217	100,,، 
161,0,,11,1660,2056,1722,2217	95,,، 
161,0,,11,683,2056,721,2217	100,,(
161,0,,11,581,2056,651,2217	100,,) 
161,0,,12,2421,2226,2477,2400	100,,، 
161,0,,12,1539,2226,1602,2400	99,,. 
161,0,,13,2816,2409,2871,2576	98,,، 
161,0,,13,2002,2409,2057,2576	98,,، 
161,0,,13,1089,2409,1150,2576	100,,. 
161,0,,14,3013,2585,3105,2760	100,,- 
161,0,,14,1663,2585,1761,2760	92,,- 
161,0,,14,633,2585,694,2760	80,,، 
161,0,,15,2193,2769,2254,2934	100,,. 
161,0,,15,1652,2769,1707,2934	100,,. 
161,0,,15,800,2769,855,2934	100,,، 
161,0,,17,2306,3127,2372,3297	100,,. 
161,0,,18,2656,3306,2698,3473	82,,«
161,0,,19,804,3482,867,3650	100,,« 
162,0,,1,1677,99,1810,201	100,, 
162,0,,1,1568,99,1824,201	93,162, 
162,0,,2,1280,410,1312,596	88,,. 
162,0,,3,3064,605,3109,776	33,,«
162,0,,4,3037,785,3114,954	98,,(
162,0,,4,2936,785,3007,954	97,1, 
162,0,,4,2835,785,2936,954	100,,- 
162,0,,4,2723,785,2836,954	99,1,) 
162,0,,4,908,785,974,954	100,,. 
162,0,,5,1908,963,1969,1126	98,,! 
162,0,,5,556,963,617,1126	80,,، 
162,0,,6,2585,1135,2632,1296	100,,«
162,0,,6,1463,1135,1531,1296	100,,، 
162,0,,7,2785,1305,2843,1463	100,,، 
162,0,,7,2399,1305,2450,1463	90,,، 
162,0,,7,1658,1305,1716,1463	100,,«
162,0,,7,538,1305,602,1463	100,,، 
162,0,,8,2463,1472,2489,1628	100,,(
162,0,,8,2366,1472,2418,1628	99,,) 
162,0,,8,1826,1472,1891,1628	98,,. 
162,0,,9,1562,1637,1630,1805	94,,. 
162,0,,10,2489,1814,2554,1985	99,,. 
162,0,,10,1371,1814,1417,1985	100,,«
162,0,,10,422,1814,455,1985	100,,»
162,0,,11,2544,1994,2604,2164	99,,، 
162,0,,11,1519,1994,1553,2164	100,,(
162,0,,11,1406,1994,1480,2164	96,,) 
162,0,,11,1118,1994,1178,2164	97,,، 
162,0,,12,2553,2173,2578,2340	97,,(
162,0,,12,2450,2173,2508,2340	100,,) 
162,0,,12,1292,2173,1349,2340	90,,. 
162,0,,13,2038,2349,2102,2521	86,,، 
162,0,,14,2847,2530,2911,2698	100,,، 
162,0,,14,1397,2530,1455,2698	100,,: 
162,0,,14,669,2530,695,2698	99,,)
162,0,,15,2308,2707,2356,2879	100,,، 
162,0,,15,557,2707,618,2879	100,,، 
162,0,,16,2294,2888,2357,3059	100,,، 
162,0,,17,2000,3068,2062,3242	99,,، 
162,0,,17,1534,3068,1603,3242	98,,. 
162,0,,17,484,3068,511,3242	100,,(
162,0,,17,422,3068,450,3242	100,,)
162,0,,18,2700,3251,2770,3416	100,,، 
162,0,,18,423,3251,451,3416	99,,.
162,0,,19,2410,3425,2504,3594	99,,(
162,0,,19,2308,3425,2389,3594	98,1, 
162,0,,19,2166,3425,2308,3594	98,,- 
162,0,,19,2092,3425,2166,3594	92,,) 
162,0,,19,1760,3425,1781,3594	43,,(
162,0,,19,1659,3425,1720,3594	100,,) 
162,0,,19,1273,3425,1301,3594	100,,،
162,0,,20,1898,3603,1934,3778	76,,. 
163,0,,1,1745,97,1898,199	100,,- 
163,0,,1,1828,97,1933,199	98,163, 
163,0,,1,1666,97,1992,199	97,,-
163,0,,2,2421,408,2447,590	100,,(
163,0,,2,2318,408,2376,590	100,,) 
163,0,,2,313,408,345,590	100,3,
163,0,,3,2971,599,3033,773	77,,. 
163,0,,3,780,599,841,773	97,,، 
163,0,,4,1212,782,1271,948	100,,. 
163,0,,5,2387,957,2464,1127	100,,، 
163,0,,5,1562,957,1626,1127	98,,، 
163,0,,6,2893,1136,2930,1301	84,,«
163,0,,6,1434,1136,1496,1301	100,,، 
163,0,,6,1233,1136,1258,1301	80,,(
163,0,,6,1127,1136,1195,1301	100,,) 
163,0,,7,2078,1310,2145,1487	100,,، 
163,0,,9,2240,1670,2300,1846	97,,. 
163,0,,10,2869,1855,2934,2017	90,,. 
163,0,,11,3029,2026,3093,2195	74,,. 
163,0,,11,532,2026,561,2195	97,,.
163,0,,13,2122,2382,2190,2559	100,,. 
163,0,,13,534,2382,561,2559	99,,.
163,0,,14,794,2568,873,2731	100,,(
163,0,,14,703,2568,771,2731	100,2, 
163,0,,14,601,2568,703,2731	100,,- 
163,0,,15,2412,2740,2503,2922	100,,، 
163,0,,15,2054,2740,2080,2922	82,,(
163,0,,15,1931,2740,2009,2922	98,,) 
163,0,,16,2902,2933,2974,3099	100,,: 
163,0,,16,985,2933,1011,3099	100,,(
163,0,,16,893,2933,953,3099	100,,) 
163,0,,16,630,2933,695,3099	92,,. 
163,0,,17,1629,3108,1655,3273	89,,(
163,0,,17,1534,3108,1595,3273	99,,) 
163,0,,17,985,3108,1027,3273	96,,؛ 
163,0,,18,2589,3282,2646,3456	100,,، 
163,0,,18,2070,3282,2120,3456	100,,. 
163,0,,19,2604,3465,2629,3628	100,,،
163,0,,19,1153,3465,1196,3628	100,,، 
164,0,,1,1571,101,1713,205	96,,- 
164,0,,1,1651,101,1751,205	99,164, 
164,0,,1,1496,101,1801,205	95,,-
164,0,,2,1398,416,1434,588	89,,-
164,0,,2,648,416,690,588	100,,-
164,0,,3,2479,597,2503,766	73,,(
164,0,,3,2411,597,2441,766	100,,)
164,0,,3,1887,597,1953,766	100,,؟ 
164,0,,4,2823,775,2891,949	100,,، 
164,0,,4,2509,775,2527,949	100,,(
164,0,,4,2434,775,2464,949	100,,)
164,0,,4,764,775,826,949	98,,. 
164,0,,5,2218,958,2288,1127	98,,، 
164,0,,5,1433,958,1489,1127	97,,) 
164,0,,5,1162,958,1225,1127	100,,، 
164,0,,5,551,958,620,1127	100,,. 
164,0,,7,863,1320,890,1490	99,,(
164,0,,7,797,1320,823,1490	100,,)
164,0,,8,2475,1499,2539,1664	98,,، 
164,0,,8,1044,1499,1084,1664	100,,)
164,0,,9,1932,1673,1993,1851	98,,: 
164,0,,10,1703,1860,1733,2033	90,,،؛
164,0,,10,1044,1860,1074,2033	100,,. 
164,0,,11,2371,2044,2461,2209	100,,(
164,0,,11,2251,2044,2335,2209	98,2, 
164,0,,11,2101,2044,2251,2209	100,,- 
164,0,,11,1969,2044,2101,2209	94,,) 
164,0,,11,1741,2044,1759,2209	64,,(
164,0,,11,1663,2044,1705,2209	65,,)
164,0,,11,349,2044,373,2209	81,,.
164,0,,12,1954,2220,2016,2384	98,,، 
164,0,,12,633,2220,719,2384	100,,؛ 
164,0,,14,2058,2570,2085,2741	86,,(
164,0,,14,1989,2570,2016,2741	100,,)
164,0,,14,1680,2570,1742,2741	100,,، 
164,0,,15,2330,2750,2385,2927	100,,. 
164,0,,15,2058,2750,2106,2927	100,,)
164,0,,15,535,2750,596,2927	100,,، 
164,0,,16,2332,2936,2369,3098	100,,. 
164,0,,17,3038,3107,3182,3284	100,4, 
164,0,,17,2812,3107,2832,3284	63,,(
164,0,,17,2737,3107,2777,3284	98,,)
164,0,,17,1430,3107,1464,3284	100,,.
164,0,,18,1870,3293,1976,3507	99,,- 
164,0,,18,349,3293,374,3507	77,,.
165,0,,1,1745,97,1893,200	96,,- 
165,0,,1,1831,97,1935,200	97,165, 
165,0,,1,1675,97,1994,200	93,,-
165,0,,2,2708,379,2732,541	100,,(
165,0,,2,2608,379,2664,541	95,,) 
165,0,,2,1836,379,1922,541	97,,. 
165,0,,3,2974,566,3036,730	98,,. 
165,0,,3,1630,566,1651,730	100,,(
165,0,,3,1569,566,1595,730	100,,)
165,0,,3,828,566,855,730	100,,(
165,0,,3,746,566,786,730	100,,)
165,0,,4,2941,739,3004,916	100,,، 
165,0,,4,1128,739,1223,916	100,,- 
165,0,,5,2060,925,2147,1085	100,,، 
165,0,,5,2014,925,2061,1085	100,,«
165,0,,5,694,925,773,1085	100,,» 
165,0,,5,633,925,693,1085	100,,، 
165,0,,6,2936,1094,3010,1264	100,,: 
165,0,,6,1206,1094,1261,1264	98,,، 
165,0,,7,2746,1273,2804,1444	99,,، 
165,0,,7,1696,1273,1715,1444	56,,(
165,0,,7,1611,1273,1656,1444	100,,) 
165,0,,7,1578,1273,1610,1444	100,,. 
165,0,,8,1852,1453,1918,1621	100,,، 
165,0,,9,2277,1630,2314,1807	100,,)
165,0,,9,1680,1630,1710,1807	98,,،
165,0,,9,495,1630,532,1807	100,,)
165,0,,10,1540,1818,1600,1987	100,,، 
165,0,,10,813,1818,901,1987	100,,(
165,0,,10,686,1818,767,1987	100,3, 
165,0,,10,606,1818,687,1987	88,,- 
165,0,,10,500,1818,607,1987	100,1,)
165,0,,11,2752,1998,2814,2155	98,,. 
165,0,,11,1705,1998,1742,2155	100,,(
165,0,,11,1642,1998,1673,2155	100,,)
165,0,,12,2517,2164,2578,2333	100,,. 
165,0,,12,1671,2164,1733,2333	100,,، 
165,0,,12,752,2164,770,2333	99,,(
165,0,,12,677,2164,714,2333	100,,)
165,0,,13,2907,2342,2956,2516	97,,، 
165,0,,13,1990,2342,2053,2516	95,,. 
165,0,,13,1149,2342,1170,2516	100,,(
